x,y,spot,n
18,19,L,0
19,19,L,0
20,19,L,0
21,19,L,0
22,19,.,0
23,19,.,0
24,19,L,0
25,19,L,0
26,19,L,0
27,19,L,0
28,19,L,0
29,19,L,0
30,19,.,0
31,19,L,0
32,19,L,0
33,19,L,0
34,19,.,0
35,19,L,0
36,19,L,0
37,19,L,0
38,19,L,0
39,19,L,0
40,19,L,0
41,19,.,0
42,19,L,0
43,19,L,0
44,19,L,0
45,19,L,0
46,19,L,0
47,19,L,0
48,19,L,0
49,19,L,0
50,19,.,0
51,19,L,0
52,19,L,0
53,19,L,0
54,19,L,0
55,19,L,0
56,19,L,0
57,19,L,0
58,19,L,0
59,19,L,0
60,19,.,0
61,19,L,0
62,19,L,0
63,19,L,0
64,19,L,0
65,19,L,0
66,19,L,0
67,19,L,0
68,19,L,0
69,19,L,0
70,19,L,0
71,19,.,0
72,19,L,0
73,19,L,0
74,19,L,0
75,19,L,0
76,19,L,0
77,19,L,0
78,19,L,0
79,19,L,0
80,19,L,0
81,19,L,0
82,19,L,0
83,19,L,0
84,19,L,0
85,19,L,0
86,19,L,0
87,19,L,0
88,19,L,0
89,19,L,0
90,19,L,0
0,20,L,0
1,20,L,0
2,20,L,0
3,20,L,0
4,20,L,0
5,20,L,0
6,20,L,0
7,20,L,0
8,20,L,0
9,20,.,0
10,20,L,0
11,20,L,0
12,20,L,0
13,20,L,0
14,20,L,0
15,20,L,0
16,20,L,0
17,20,L,0
18,20,L,0
19,20,L,0
20,20,L,0
21,20,L,0
22,20,.,0
23,20,L,0
24,20,L,0
25,20,L,0
26,20,L,0
27,20,L,0
28,20,.,0
29,20,L,0
30,20,L,0
31,20,L,0
32,20,L,0
33,20,L,0
34,20,.,0
35,20,L,0
36,20,L,0
37,20,L,0
38,20,L,0
39,20,L,0
40,20,L,0
41,20,.,0
42,20,L,0
43,20,L,0
44,20,L,0
45,20,L,0
46,20,L,0
47,20,L,0
48,20,L,0
49,20,L,0
50,20,.,0
51,20,L,0
52,20,L,0
53,20,L,0
54,20,L,0
55,20,L,0
56,20,L,0
57,20,L,0
58,20,L,0
59,20,L,0
60,20,L,0
61,20,L,0
62,20,L,0
63,20,L,0
64,20,L,0
65,20,L,0
66,20,L,0
67,20,L,0
68,20,L,0
69,20,L,0
70,20,L,0
71,20,L,0
72,20,L,0
73,20,L,0
74,20,.,0
75,20,L,0
76,20,L,0
77,20,L,0
78,20,L,0
79,20,L,0
80,20,L,0
81,20,L,0
82,20,L,0
83,20,L,0
84,20,L,0
85,20,L,0
86,20,L,0
87,20,L,0
88,20,L,0
89,20,L,0
90,20,L,0
0,21,L,0
1,21,L,0
2,21,.,0
3,21,L,0
4,21,L,0
5,21,L,0
6,21,L,0
7,21,L,0
8,21,L,0
9,21,.,0
10,21,L,0
11,21,L,0
12,21,L,0
13,21,L,0
14,21,L,0
15,21,L,0
16,21,L,0
17,21,.,0
18,21,L,0
19,21,L,0
20,21,L,0
21,21,L,0
22,21,.,0
23,21,L,0
24,21,L,0
25,21,L,0
26,21,L,0
27,21,L,0
28,21,.,0
29,21,L,0
30,21,L,0
31,21,L,0
32,21,L,0
33,21,L,0
34,21,L,0
35,21,L,0
36,21,L,0
37,21,L,0
38,21,L,0
39,21,L,0
40,21,L,0
41,21,L,0
42,21,L,0
43,21,.,0
44,21,L,0
45,21,L,0
46,21,L,0
47,21,L,0
48,21,L,0
49,21,L,0
50,21,L,0
51,21,L,0
52,21,L,0
53,21,L,0
54,21,L,0
55,21,L,0
56,21,L,0
57,21,L,0
58,21,L,0
59,21,L,0
60,21,L,0
61,21,L,0
62,21,L,0
63,21,L,0
64,21,L,0
65,21,.,0
66,21,L,0
67,21,L,0
68,21,.,0
69,21,L,0
70,21,L,0
71,21,L,0
72,21,L,0
73,21,L,0
74,21,.,0
75,21,L,0
76,21,.,0
77,21,L,0
78,21,L,0
79,21,L,0
80,21,L,0
81,21,L,0
82,21,L,0
83,21,L,0
84,21,L,0
85,21,L,0
86,21,L,0
87,21,.,0
88,21,L,0
89,21,L,0
90,21,L,0
0,22,L,0
1,22,L,0
2,22,L,0
3,22,L,0
4,22,L,0
5,22,L,0
6,22,L,0
7,22,L,0
8,22,L,0
9,22,.,0
10,22,L,0
11,22,L,0
12,22,L,0
13,22,L,0
14,22,L,0
15,22,L,0
16,22,L,0
17,22,L,0
18,22,L,0
19,22,L,0
20,22,L,0
21,22,L,0
22,22,.,0
23,22,L,0
24,22,L,0
25,22,L,0
26,22,L,0
27,22,L,0
28,22,L,0
29,22,L,0
30,22,L,0
31,22,L,0
32,22,L,0
33,22,L,0
34,22,.,0
35,22,L,0
36,22,L,0
37,22,L,0
38,22,L,0
39,22,L,0
40,22,L,0
41,22,.,0
42,22,L,0
43,22,L,0
44,22,L,0
45,22,L,0
46,22,L,0
47,22,L,0
48,22,L,0
49,22,L,0
50,22,.,0
51,22,L,0
52,22,L,0
53,22,L,0
54,22,L,0
55,22,L,0
56,22,L,0
57,22,L,0
58,22,L,0
59,22,L,0
60,22,.,0
61,22,L,0
62,22,L,0
63,22,L,0
64,22,L,0
65,22,L,0
66,22,L,0
67,22,L,0
68,22,.,0
69,22,L,0
70,22,L,0
71,22,L,0
72,22,L,0
73,22,L,0
74,22,L,0
75,22,L,0
76,22,L,0
77,22,L,0
78,22,L,0
79,22,.,0
80,22,L,0
81,22,L,0
82,22,L,0
83,22,L,0
84,22,L,0
85,22,L,0
86,22,L,0
87,22,L,0
88,22,L,0
89,22,L,0
90,22,L,0
0,23,.,0
1,23,.,0
2,23,.,0
3,23,.,0
4,23,.,0
5,23,.,0
6,23,L,0
7,23,.,0
8,23,.,0
9,23,.,0
10,23,L,0
11,23,L,0
12,23,.,0
13,23,L,0
14,23,.,0
15,23,L,0
16,23,L,0
17,23,.,0
18,23,.,0
19,23,.,0
20,23,.,0
21,23,.,0
22,23,L,0
23,23,L,0
24,23,.,0
25,23,.,0
26,23,.,0
27,23,L,0
28,23,.,0
29,23,L,0
30,23,.,0
31,23,L,0
32,23,.,0
33,23,.,0
34,23,L,0
35,23,.,0
36,23,.,0
37,23,.,0
38,23,.,0
39,23,.,0
40,23,.,0
41,23,.,0
42,23,.,0
43,23,.,0
44,23,L,0
45,23,.,0
46,23,.,0
47,23,L,0
48,23,L,0
49,23,L,0
50,23,.,0
51,23,L,0
52,23,.,0
53,23,.,0
54,23,L,0
55,23,.,0
56,23,L,0
57,23,.,0
58,23,L,0
59,23,L,0
60,23,L,0
61,23,.,0
62,23,.,0
63,23,L,0
64,23,.,0
65,23,.,0
66,23,L,0
67,23,.,0
68,23,.,0
69,23,.,0
70,23,L,0
71,23,.,0
72,23,.,0
73,23,.,0
74,23,L,0
75,23,.,0
76,23,.,0
77,23,L,0
78,23,.,0
79,23,.,0
80,23,.,0
81,23,.,0
82,23,L,0
83,23,.,0
84,23,L,0
85,23,L,0
86,23,.,0
87,23,L,0
88,23,.,0
89,23,.,0
90,23,.,0
0,24,L,0
1,24,L,0
2,24,L,0
3,24,L,0
4,24,L,0
5,24,L,0
6,24,L,0
7,24,L,0
8,24,L,0
9,24,.,0
10,24,L,0
11,24,L,0
12,24,L,0
13,24,L,0
14,24,L,0
15,24,L,0
16,24,L,0
17,24,L,0
18,24,L,0
19,24,L,0
20,24,L,0
21,24,L,0
22,24,.,0
23,24,L,0
24,24,L,0
25,24,L,0
26,24,.,0
27,24,L,0
28,24,L,0
29,24,L,0
30,24,L,0
31,24,L,0
32,24,L,0
33,24,L,0
34,24,L,0
35,24,L,0
36,24,L,0
37,24,L,0
38,24,L,0
39,24,L,0
40,24,L,0
41,24,L,0
42,24,L,0
43,24,L,0
44,24,L,0
45,24,L,0
46,24,L,0
47,24,L,0
48,24,L,0
49,24,L,0
50,24,.,0
51,24,L,0
52,24,L,0
53,24,L,0
54,24,L,0
55,24,L,0
56,24,L,0
57,24,L,0
58,24,L,0
59,24,L,0
60,24,L,0
61,24,L,0
62,24,L,0
63,24,L,0
64,24,L,0
65,24,L,0
66,24,L,0
67,24,L,0
68,24,.,0
69,24,L,0
70,24,L,0
71,24,L,0
72,24,L,0
73,24,L,0
74,24,L,0
75,24,L,0
76,24,L,0
77,24,L,0
78,24,L,0
79,24,.,0
80,24,L,0
81,24,L,0
82,24,L,0
83,24,L,0
84,24,L,0
85,24,L,0
86,24,L,0
87,24,L,0
88,24,L,0
89,24,L,0
90,24,L,0
0,25,L,0
1,25,L,0
2,25,L,0
3,25,L,0
4,25,.,0
5,25,L,0
6,25,L,0
7,25,L,0
8,25,L,0
9,25,L,0
10,25,L,0
11,25,L,0
12,25,L,0
13,25,L,0
14,25,L,0
15,25,L,0
16,25,L,0
17,25,.,0
18,25,L,0
19,25,L,0
20,25,L,0
21,25,L,0
22,25,.,0
23,25,L,0
24,25,L,0
25,25,L,0
26,25,L,0
27,25,L,0
28,25,L,0
29,25,L,0
30,25,L,0
31,25,L,0
32,25,.,0
33,25,L,0
34,25,.,0
35,25,L,0
36,25,L,0
37,25,L,0
38,25,L,0
39,25,L,0
40,25,L,0
41,25,.,0
42,25,L,0
43,25,L,0
44,25,L,0
45,25,L,0
46,25,L,0
47,25,L,0
48,25,L,0
49,25,L,0
50,25,.,0
51,25,L,0
52,25,.,0
53,25,L,0
54,25,L,0
55,25,L,0
56,25,L,0
57,25,L,0
58,25,.,0
59,25,L,0
60,25,L,0
61,25,L,0
62,25,L,0
63,25,L,0
64,25,L,0
65,25,L,0
66,25,L,0
67,25,L,0
68,25,.,0
69,25,L,0
70,25,L,0
71,25,L,0
72,25,L,0
73,25,L,0
74,25,.,0
75,25,L,0
76,25,L,0
77,25,L,0
78,25,.,0
79,25,.,0
80,25,L,0
81,25,L,0
82,25,L,0
83,25,L,0
84,25,L,0
85,25,L,0
86,25,L,0
87,25,L,0
88,25,L,0
89,25,L,0
90,25,L,0
0,26,.,0
1,26,L,0
2,26,L,0
3,26,L,0
4,26,L,0
5,26,L,0
6,26,L,0
7,26,L,0
8,26,L,0
9,26,.,0
10,26,L,0
11,26,L,0
12,26,L,0
13,26,L,0
14,26,L,0
15,26,L,0
16,26,L,0
17,26,.,0
18,26,L,0
19,26,L,0
20,26,.,0
21,26,L,0
22,26,L,0
23,26,L,0
24,26,L,0
25,26,L,0
26,26,L,0
27,26,L,0
28,26,.,0
29,26,L,0
30,26,L,0
31,26,L,0
32,26,L,0
33,26,L,0
34,26,L,0
35,26,L,0
36,26,L,0
37,26,L,0
38,26,L,0
39,26,L,0
40,26,L,0
41,26,L,0
42,26,L,0
43,26,L,0
44,26,L,0
45,26,L,0
46,26,L,0
47,26,L,0
48,26,L,0
49,26,L,0
50,26,L,0
51,26,L,0
52,26,L,0
53,26,L,0
54,26,L,0
55,26,L,0
56,26,L,0
57,26,L,0
58,26,L,0
59,26,L,0
60,26,.,0
61,26,.,0
62,26,L,0
63,26,L,0
64,26,L,0
65,26,L,0
66,26,L,0
67,26,L,0
68,26,.,0
69,26,L,0
70,26,L,0
71,26,L,0
72,26,.,0
73,26,L,0
74,26,.,0
75,26,L,0
76,26,L,0
77,26,L,0
78,26,.,0
79,26,.,0
80,26,L,0
81,26,L,0
82,26,L,0
83,26,L,0
84,26,.,0
85,26,L,0
86,26,L,0
87,26,.,0
88,26,L,0
89,26,L,0
90,26,L,0
0,27,L,0
1,27,L,0
2,27,L,0
3,27,L,0
4,27,L,0
5,27,L,0
6,27,L,0
7,27,L,0
8,27,.,0
9,27,.,0
10,27,L,0
11,27,L,0
12,27,L,0
13,27,L,0
14,27,L,0
15,27,L,0
16,27,L,0
17,27,L,0
18,27,L,0
19,27,L,0
20,27,L,0
21,27,L,0
22,27,L,0
23,27,L,0
24,27,L,0
25,27,L,0
26,27,L,0
27,27,L,0
28,27,L,0
29,27,L,0
30,27,L,0
31,27,L,0
32,27,L,0
33,27,L,0
34,27,.,0
35,27,L,0
36,27,L,0
37,27,L,0
38,27,L,0
39,27,L,0
40,27,L,0
41,27,.,0
42,27,L,0
43,27,L,0
44,27,L,0
45,27,L,0
46,27,L,0
47,27,L,0
48,27,L,0
49,27,.,0
50,27,.,0
51,27,L,0
52,27,L,0
53,27,L,0
54,27,L,0
55,27,L,0
56,27,.,0
57,27,L,0
58,27,L,0
59,27,L,0
60,27,.,0
61,27,L,0
62,27,L,0
63,27,L,0
64,27,L,0
65,27,L,0
66,27,L,0
67,27,L,0
68,27,.,0
69,27,L,0
70,27,L,0
71,27,L,0
72,27,L,0
73,27,L,0
74,27,.,0
75,27,L,0
76,27,L,0
77,27,L,0
78,27,L,0
79,27,L,0
80,27,L,0
81,27,L,0
82,27,L,0
83,27,L,0
84,27,L,0
85,27,L,0
86,27,L,0
87,27,L,0
88,27,L,0
89,27,L,0
90,27,L,0
0,28,L,0
1,28,L,0
2,28,L,0
3,28,.,0
4,28,L,0
5,28,L,0
6,28,L,0
7,28,L,0
8,28,L,0
9,28,.,0
10,28,L,0
11,28,L,0
12,28,L,0
13,28,L,0
14,28,L,0
15,28,L,0
16,28,L,0
17,28,L,0
18,28,L,0
19,28,L,0
20,28,L,0
21,28,L,0
22,28,L,0
23,28,L,0
24,28,L,0
25,28,L,0
26,28,L,0
27,28,L,0
28,28,.,0
29,28,L,0
30,28,L,0
31,28,L,0
32,28,L,0
33,28,L,0
34,28,.,0
35,28,L,0
36,28,L,0
37,28,L,0
38,28,L,0
39,28,L,0
40,28,L,0
41,28,.,0
42,28,L,0
43,28,L,0
44,28,L,0
45,28,L,0
46,28,L,0
47,28,L,0
48,28,L,0
49,28,L,0
50,28,.,0
51,28,L,0
52,28,L,0
53,28,L,0
54,28,L,0
55,28,L,0
56,28,L,0
57,28,L,0
58,28,L,0
59,28,L,0
60,28,.,0
61,28,L,0
62,28,L,0
63,28,L,0
64,28,L,0
65,28,L,0
66,28,L,0
67,28,L,0
68,28,.,0
69,28,L,0
70,28,L,0
71,28,L,0
72,28,L,0
73,28,L,0
74,28,.,0
75,28,L,0
76,28,.,0
77,28,L,0
78,28,L,0
79,28,L,0
80,28,L,0
81,28,L,0
82,28,L,0
83,28,L,0
84,28,L,0
85,28,L,0
86,28,L,0
87,28,L,0
88,28,L,0
89,28,.,0
90,28,L,0
0,29,L,0
1,29,L,0
2,29,L,0
3,29,L,0
4,29,L,0
5,29,L,0
6,29,L,0
7,29,L,0
8,29,L,0
9,29,.,0
10,29,L,0
11,29,L,0
12,29,L,0
13,29,L,0
14,29,L,0
15,29,L,0
16,29,L,0
17,29,.,0
18,29,L,0
19,29,.,0
20,29,L,0
21,29,L,0
22,29,.,0
23,29,L,0
24,29,L,0
25,29,L,0
26,29,L,0
27,29,L,0
28,29,L,0
29,29,L,0
30,29,L,0
31,29,L,0
32,29,L,0
33,29,L,0
34,29,.,0
35,29,L,0
36,29,L,0
37,29,L,0
38,29,L,0
39,29,L,0
40,29,L,0
41,29,.,0
42,29,L,0
43,29,L,0
44,29,L,0
45,29,L,0
46,29,L,0
47,29,L,0
48,29,L,0
49,29,L,0
50,29,.,0
51,29,L,0
52,29,L,0
53,29,L,0
54,29,L,0
55,29,L,0
56,29,L,0
57,29,L,0
58,29,L,0
59,29,L,0
60,29,L,0
61,29,L,0
62,29,L,0
63,29,L,0
64,29,L,0
65,29,L,0
66,29,L,0
67,29,.,0
68,29,.,0
69,29,L,0
70,29,L,0
71,29,L,0
72,29,L,0
73,29,L,0
74,29,.,0
75,29,L,0
76,29,L,0
77,29,L,0
78,29,L,0
79,29,.,0
80,29,L,0
81,29,L,0
82,29,L,0
83,29,L,0
84,29,L,0
85,29,L,0
86,29,L,0
87,29,L,0
88,29,L,0
89,29,L,0
90,29,L,0
0,30,L,0
1,30,L,0
2,30,L,0
3,30,L,0
4,30,.,0
5,30,L,0
6,30,L,0
7,30,L,0
8,30,L,0
9,30,.,0
10,30,L,0
11,30,.,0
12,30,L,0
13,30,L,0
14,30,L,0
15,30,L,0
16,30,L,0
17,30,.,0
18,30,L,0
19,30,L,0
20,30,L,0
21,30,L,0
22,30,.,0
23,30,L,0
24,30,L,0
25,30,L,0
26,30,L,0
27,30,L,0
28,30,.,0
29,30,L,0
30,30,L,0
31,30,L,0
32,30,L,0
33,30,L,0
34,30,.,0
35,30,L,0
36,30,.,0
37,30,L,0
38,30,L,0
39,30,L,0
40,30,L,0
41,30,.,0
42,30,L,0
43,30,L,0
44,30,L,0
45,30,L,0
46,30,L,0
47,30,L,0
48,30,L,0
49,30,L,0
50,30,.,0
51,30,L,0
52,30,L,0
53,30,L,0
54,30,L,0
55,30,L,0
56,30,L,0
57,30,L,0
58,30,L,0
59,30,L,0
60,30,.,0
61,30,L,0
62,30,L,0
63,30,L,0
64,30,L,0
65,30,L,0
66,30,L,0
67,30,L,0
68,30,.,0
69,30,L,0
70,30,L,0
71,30,L,0
72,30,L,0
73,30,L,0
74,30,.,0
75,30,L,0
76,30,L,0
77,30,L,0
78,30,L,0
79,30,L,0
80,30,L,0
81,30,L,0
82,30,L,0
83,30,L,0
84,30,L,0
85,30,L,0
86,30,L,0
87,30,L,0
88,30,L,0
89,30,L,0
90,30,L,0
0,31,L,0
1,31,L,0
2,31,L,0
3,31,L,0
4,31,L,0
5,31,L,0
6,31,L,0
7,31,L,0
8,31,L,0
9,31,.,0
10,31,L,0
11,31,L,0
12,31,L,0
13,31,L,0
14,31,L,0
15,31,L,0
16,31,L,0
17,31,L,0
18,31,L,0
19,31,L,0
20,31,L,0
21,31,L,0
22,31,.,0
23,31,L,0
24,31,L,0
25,31,L,0
26,31,L,0
27,31,L,0
28,31,.,0
29,31,L,0
30,31,L,0
31,31,L,0
32,31,L,0
33,31,L,0
34,31,L,0
35,31,L,0
36,31,L,0
37,31,L,0
38,31,L,0
39,31,L,0
40,31,L,0
41,31,L,0
42,31,L,0
43,31,L,0
44,31,L,0
45,31,L,0
46,31,L,0
47,31,.,0
48,31,L,0
49,31,L,0
50,31,.,0
51,31,L,0
52,31,L,0
53,31,L,0
54,31,L,0
55,31,L,0
56,31,L,0
57,31,L,0
58,31,L,0
59,31,L,0
60,31,.,0
61,31,L,0
62,31,.,0
63,31,L,0
64,31,L,0
65,31,L,0
66,31,L,0
67,31,L,0
68,31,.,0
69,31,L,0
70,31,L,0
71,31,L,0
72,31,L,0
73,31,L,0
74,31,L,0
75,31,.,0
76,31,L,0
77,31,L,0
78,31,L,0
79,31,L,0
80,31,L,0
81,31,L,0
82,31,L,0
83,31,L,0
84,31,L,0
85,31,L,0
86,31,L,0
87,31,L,0
88,31,.,0
89,31,L,0
90,31,L,0
0,32,.,0
1,32,L,0
2,32,L,0
3,32,L,0
4,32,L,0
5,32,L,0
6,32,L,0
7,32,L,0
8,32,L,0
9,32,.,0
10,32,L,0
11,32,.,0
12,32,L,0
13,32,L,0
14,32,L,0
15,32,L,0
16,32,L,0
17,32,.,0
18,32,.,0
19,32,L,0
20,32,L,0
21,32,L,0
22,32,.,0
23,32,L,0
24,32,L,0
25,32,L,0
26,32,L,0
27,32,L,0
28,32,.,0
29,32,L,0
30,32,L,0
31,32,L,0
32,32,L,0
33,32,L,0
34,32,.,0
35,32,L,0
36,32,L,0
37,32,L,0
38,32,L,0
39,32,L,0
40,32,L,0
41,32,L,0
42,32,L,0
43,32,L,0
44,32,L,0
45,32,L,0
46,32,L,0
47,32,L,0
48,32,L,0
49,32,L,0
50,32,.,0
51,32,L,0
52,32,L,0
53,32,L,0
54,32,L,0
55,32,L,0
56,32,L,0
57,32,L,0
58,32,L,0
59,32,L,0
60,32,.,0
61,32,L,0
62,32,L,0
63,32,L,0
64,32,L,0
65,32,L,0
66,32,L,0
67,32,L,0
68,32,L,0
69,32,L,0
70,32,L,0
71,32,L,0
72,32,.,0
73,32,L,0
74,32,L,0
75,32,L,0
76,32,L,0
77,32,L,0
78,32,L,0
79,32,.,0
80,32,L,0
81,32,L,0
82,32,L,0
83,32,L,0
84,32,L,0
85,32,L,0
86,32,L,0
87,32,L,0
88,32,L,0
89,32,L,0
90,32,L,0
0,33,.,0
1,33,L,0
2,33,L,0
3,33,.,0
4,33,.,0
5,33,.,0
6,33,L,0
7,33,L,0
8,33,.,0
9,33,L,0
10,33,.,0
11,33,.,0
12,33,L,0
13,33,L,0
14,33,.,0
15,33,L,0
16,33,L,0
17,33,.,0
18,33,.,0
19,33,.,0
20,33,.,0
21,33,L,0
22,33,.,0
23,33,.,0
24,33,L,0
25,33,L,0
26,33,.,0
27,33,.,0
28,33,.,0
29,33,.,0
30,33,L,0
31,33,.,0
32,33,.,0
33,33,L,0
34,33,.,0
35,33,.,0
36,33,L,0
37,33,.,0
38,33,.,0
39,33,.,0
40,33,.,0
41,33,.,0
42,33,.,0
43,33,L,0
44,33,.,0
45,33,.,0
46,33,.,0
47,33,.,0
48,33,.,0
49,33,L,0
50,33,L,0
51,33,L,0
52,33,.,0
53,33,.,0
54,33,.,0
55,33,.,0
56,33,L,0
57,33,.,0
58,33,L,0
59,33,L,0
60,33,L,0
61,33,.,0
62,33,.,0
63,33,L,0
64,33,.,0
65,33,.,0
66,33,L,0
67,33,L,0
68,33,L,0
69,33,L,0
70,33,L,0
71,33,.,0
72,33,.,0
73,33,L,0
74,33,.,0
75,33,.,0
76,33,.,0
77,33,.,0
78,33,.,0
79,33,.,0
80,33,.,0
81,33,L,0
82,33,.,0
83,33,.,0
84,33,.,0
85,33,.,0
86,33,.,0
87,33,L,0
88,33,.,0
89,33,.,0
90,33,L,0
0,34,L,0
1,34,L,0
2,34,L,0
3,34,L,0
4,34,L,0
5,34,L,0
6,34,L,0
7,34,L,0
8,34,L,0
9,34,.,0
10,34,L,0
11,34,L,0
12,34,L,0
13,34,L,0
14,34,L,0
15,34,L,0
16,34,L,0
17,34,.,0
18,34,.,0
19,34,L,0
20,34,L,0
21,34,L,0
22,34,.,0
23,34,L,0
24,34,L,0
25,34,.,0
26,34,L,0
27,34,.,0
28,34,L,0
29,34,L,0
30,34,L,0
31,34,L,0
32,34,L,0
33,34,L,0
34,34,.,0
35,34,L,0
36,34,L,0
37,34,L,0
38,34,L,0
39,34,L,0
40,34,L,0
41,34,.,0
42,34,L,0
43,34,.,0
44,34,L,0
45,34,L,0
46,34,L,0
47,34,L,0
48,34,L,0
49,34,L,0
50,34,L,0
51,34,.,0
52,34,L,0
53,34,L,0
54,34,.,0
55,34,L,0
56,34,L,0
57,34,L,0
58,34,L,0
59,34,L,0
60,34,L,0
61,34,L,0
62,34,L,0
63,34,L,0
64,34,L,0
65,34,L,0
66,34,L,0
67,34,L,0
68,34,.,0
69,34,L,0
70,34,L,0
71,34,L,0
72,34,L,0
73,34,L,0
74,34,.,0
75,34,L,0
76,34,L,0
77,34,L,0
78,34,L,0
79,34,.,0
80,34,L,0
81,34,L,0
82,34,L,0
83,34,L,0
84,34,L,0
85,34,L,0
86,34,L,0
87,34,L,0
88,34,L,0
89,34,L,0
90,34,L,0
0,35,L,0
1,35,.,0
2,35,.,0
3,35,L,0
4,35,L,0
5,35,L,0
6,35,L,0
7,35,L,0
8,35,L,0
9,35,L,0
10,35,L,0
11,35,L,0
12,35,L,0
13,35,L,0
14,35,L,0
15,35,L,0
16,35,L,0
17,35,.,0
18,35,L,0
19,35,L,0
20,35,L,0
21,35,L,0
22,35,.,0
23,35,L,0
24,35,L,0
25,35,L,0
26,35,L,0
27,35,L,0
28,35,L,0
29,35,L,0
30,35,L,0
31,35,L,0
32,35,L,0
33,35,L,0
34,35,.,0
35,35,L,0
36,35,L,0
37,35,L,0
38,35,L,0
39,35,L,0
40,35,L,0
41,35,.,0
42,35,L,0
43,35,L,0
44,35,L,0
45,35,L,0
46,35,L,0
47,35,L,0
48,35,L,0
49,35,L,0
50,35,L,0
51,35,L,0
52,35,L,0
53,35,L,0
54,35,L,0
55,35,L,0
56,35,L,0
57,35,L,0
58,35,L,0
59,35,.,0
60,35,L,0
61,35,L,0
62,35,L,0
63,35,L,0
64,35,L,0
65,35,L,0
66,35,L,0
67,35,L,0
68,35,L,0
69,35,.,0
70,35,L,0
71,35,L,0
72,35,L,0
73,35,L,0
74,35,.,0
75,35,L,0
76,35,L,0
77,35,L,0
78,35,L,0
79,35,.,0
80,35,L,0
81,35,L,0
82,35,L,0
83,35,L,0
84,35,L,0
85,35,L,0
86,35,L,0
87,35,L,0
88,35,L,0
89,35,L,0
90,35,L,0
0,36,L,0
1,36,L,0
2,36,L,0
3,36,L,0
4,36,L,0
5,36,L,0
6,36,L,0
7,36,L,0
8,36,L,0
9,36,.,0
10,36,.,0
11,36,L,0
12,36,L,0
13,36,L,0
14,36,L,0
15,36,L,0
16,36,L,0
17,36,L,0
18,36,L,0
19,36,L,0
20,36,L,0
21,36,L,0
22,36,.,0
23,36,L,0
24,36,L,0
25,36,L,0
26,36,L,0
27,36,L,0
28,36,.,0
29,36,L,0
30,36,L,0
31,36,L,0
32,36,L,0
33,36,L,0
34,36,L,0
35,36,L,0
36,36,L,0
37,36,L,0
38,36,L,0
39,36,L,0
40,36,L,0
41,36,.,0
42,36,L,0
43,36,L,0
44,36,L,0
45,36,L,0
46,36,L,0
47,36,L,0
48,36,L,0
49,36,L,0
50,36,L,0
51,36,L,0
52,36,L,0
53,36,L,0
54,36,L,0
55,36,L,0
56,36,L,0
57,36,L,0
58,36,L,0
59,36,L,0
60,36,.,0
61,36,L,0
62,36,L,0
63,36,L,0
64,36,L,0
65,36,L,0
66,36,L,0
67,36,L,0
68,36,L,0
69,36,L,0
70,36,L,0
71,36,L,0
72,36,L,0
73,36,L,0
74,36,.,0
75,36,L,0
76,36,L,0
77,36,L,0
78,36,L,0
79,36,.,0
80,36,L,0
81,36,L,0
82,36,L,0
83,36,L,0
84,36,L,0
85,36,L,0
86,36,L,0
87,36,L,0
88,36,L,0
89,36,L,0
90,36,L,0
0,37,L,0
1,37,L,0
2,37,L,0
3,37,L,0
4,37,L,0
5,37,L,0
6,37,L,0
7,37,L,0
8,37,L,0
9,37,.,0
10,37,L,0
11,37,L,0
12,37,L,0
13,37,L,0
14,37,L,0
15,37,L,0
16,37,L,0
17,37,L,0
18,37,L,0
19,37,L,0
20,37,L,0
21,37,L,0
22,37,.,0
23,37,L,0
24,37,L,0
25,37,L,0
26,37,L,0
27,37,L,0
28,37,.,0
29,37,L,0
30,37,L,0
31,37,L,0
32,37,L,0
33,37,L,0
34,37,.,0
35,37,L,0
36,37,L,0
37,37,L,0
38,37,L,0
39,37,L,0
40,37,L,0
41,37,.,0
42,37,L,0
43,37,L,0
44,37,.,0
45,37,L,0
46,37,L,0
47,37,L,0
48,37,L,0
49,37,.,0
50,37,.,0
51,37,L,0
52,37,L,0
53,37,L,0
54,37,L,0
55,37,L,0
56,37,L,0
57,37,L,0
58,37,L,0
59,37,L,0
60,37,.,0
61,37,L,0
62,37,L,0
63,37,L,0
64,37,L,0
65,37,L,0
66,37,L,0
67,37,L,0
68,37,.,0
69,37,L,0
70,37,L,0
71,37,L,0
72,37,L,0
73,37,L,0
74,37,.,0
75,37,L,0
76,37,L,0
77,37,L,0
78,37,L,0
79,37,.,0
80,37,L,0
81,37,L,0
82,37,L,0
83,37,L,0
84,37,L,0
85,37,L,0
86,37,.,0
87,37,L,0
88,37,L,0
89,37,L,0
90,37,L,0
0,38,.,0
1,38,L,0
2,38,L,0
3,38,L,0
4,38,L,0
5,38,L,0
6,38,L,0
7,38,L,0
8,38,L,0
9,38,L,0
10,38,L,0
11,38,.,0
12,38,L,0
13,38,L,0
14,38,L,0
15,38,L,0
16,38,L,0
17,38,.,0
18,38,L,0
19,38,L,0
20,38,L,0
21,38,L,0
22,38,.,0
23,38,L,0
24,38,L,0
25,38,L,0
26,38,L,0
27,38,L,0
28,38,.,0
29,38,L,0
30,38,L,0
31,38,L,0
32,38,L,0
33,38,L,0
34,38,.,0
35,38,L,0
36,38,L,0
