x,y,c
6,75,#
7,75,.
8,75,#
9,75,.
10,75,.
11,75,.
12,75,#
13,75,.
14,75,.
15,75,.
16,75,.
17,75,#
18,75,.
19,75,.
20,75,.
21,75,#
22,75,#
23,75,.
24,75,.
25,75,.
26,75,.
27,75,.
28,75,#
29,75,.
30,75,#
0,76,#
1,76,.
2,76,.
3,76,.
4,76,.
5,76,.
6,76,.
7,76,.
8,76,.
9,76,.
10,76,.
11,76,.
12,76,.
13,76,.
14,76,.
15,76,.
16,76,.
17,76,.
18,76,.
19,76,#
20,76,.
21,76,.
22,76,.
23,76,.
24,76,.
25,76,.
26,76,.
27,76,.
28,76,#
29,76,.
30,76,.
0,77,#
1,77,.
2,77,.
3,77,.
4,77,.
5,77,.
6,77,#
7,77,.
8,77,.
9,77,.
10,77,.
11,77,.
12,77,.
13,77,.
14,77,#
15,77,.
16,77,#
17,77,#
18,77,.
19,77,.
20,77,.
21,77,.
22,77,#
23,77,#
24,77,.
25,77,.
26,77,.
27,77,.
28,77,#
29,77,.
30,77,.
0,78,.
1,78,.
2,78,.
3,78,#
4,78,.
5,78,.
6,78,.
7,78,.
8,78,.
9,78,.
10,78,.
11,78,.
12,78,.
13,78,.
14,78,.
15,78,.
16,78,.
17,78,#
18,78,.
19,78,.
20,78,.
21,78,.
22,78,.
23,78,#
24,78,.
25,78,.
26,78,.
27,78,#
28,78,.
29,78,.
30,78,.
0,79,.
1,79,.
2,79,.
3,79,#
4,79,.
5,79,.
6,79,.
7,79,#
8,79,.
9,79,#
10,79,#
11,79,.
12,79,.
13,79,#
14,79,#
15,79,.
16,79,.
17,79,.
18,79,.
19,79,.
20,79,#
21,79,.
22,79,.
23,79,.
24,79,.
25,79,.
26,79,.
27,79,.
28,79,.
29,79,#
30,79,.
0,80,.
1,80,.
2,80,.
3,80,.
4,80,.
5,80,.
6,80,.
7,80,#
8,80,.
9,80,.
10,80,.
11,80,.
12,80,.
13,80,.
14,80,.
15,80,.
16,80,#
17,80,#
18,80,.
19,80,.
20,80,.
21,80,.
22,80,#
23,80,#
24,80,#
25,80,.
26,80,.
27,80,#
28,80,#
29,80,.
30,80,.
0,81,.
1,81,#
2,81,.
3,81,.
4,81,.
5,81,.
6,81,#
7,81,.
8,81,.
9,81,.
10,81,.
11,81,#
12,81,.
13,81,#
14,81,.
15,81,.
16,81,#
17,81,.
18,81,.
19,81,.
20,81,.
21,81,.
22,81,.
23,81,#
24,81,.
25,81,.
26,81,.
27,81,.
28,81,#
29,81,.
30,81,#
0,82,.
1,82,.
2,82,.
3,82,.
4,82,.
5,82,.
6,82,.
7,82,.
8,82,.
9,82,.
10,82,#
11,82,.
12,82,.
13,82,#
14,82,.
15,82,#
16,82,.
17,82,.
18,82,.
19,82,.
20,82,.
21,82,#
22,82,#
23,82,.
24,82,.
25,82,.
26,82,#
27,82,.
28,82,#
29,82,#
30,82,.
0,83,.
1,83,#
2,83,.
3,83,.
4,83,.
5,83,#
6,83,#
7,83,.
8,83,#
9,83,.
10,83,.
11,83,.
12,83,.
13,83,.
14,83,.
15,83,.
16,83,.
17,83,.
18,83,.
19,83,.
20,83,#
21,83,.
22,83,#
23,83,.
24,83,.
25,83,.
26,83,.
27,83,.
28,83,.
29,83,.
30,83,#
0,84,.
1,84,.
2,84,#
3,84,.
4,84,#
5,84,#
6,84,.
7,84,.
8,84,.
9,84,.
10,84,.
11,84,#
12,84,.
13,84,#
14,84,#
15,84,#
16,84,.
17,84,#
18,84,.
19,84,.
20,84,.
21,84,.
22,84,.
23,84,.
24,84,.
25,84,.
26,84,.
27,84,.
28,84,.
29,84,.
30,84,.
0,85,.
1,85,.
2,85,#
3,85,.
4,85,.
5,85,.
6,85,.
7,85,#
8,85,#
9,85,#
10,85,.
11,85,.
12,85,.
13,85,.
14,85,.
15,85,.
16,85,.
17,85,.
18,85,.
19,85,.
20,85,#
21,85,.
22,85,#
23,85,.
24,85,#
25,85,.
26,85,.
27,85,.
28,85,.
29,85,.
30,85,.
0,86,#
1,86,.
2,86,.
3,86,.
4,86,.
5,86,.
6,86,#
7,86,.
8,86,#
9,86,#
10,86,#
11,86,#
12,86,.
13,86,.
14,86,#
15,86,.
16,86,#
17,86,.
18,86,.
19,86,.
20,86,.
21,86,.
22,86,.
23,86,#
24,86,.
25,86,.
26,86,#
27,86,.
28,86,#
29,86,.
30,86,#
0,87,.
1,87,.
2,87,.
3,87,#
4,87,.
5,87,.
6,87,.
7,87,.
8,87,.
9,87,.
10,87,.
11,87,.
12,87,#
13,87,.
14,87,.
15,87,#
16,87,.
17,87,.
18,87,.
19,87,.
20,87,.
21,87,.
22,87,.
23,87,.
24,87,.
25,87,.
26,87,.
27,87,.
28,87,.
29,87,.
30,87,.
0,88,.
1,88,#
2,88,#
3,88,#
4,88,.
5,88,#
6,88,.
7,88,#
8,88,#
9,88,.
10,88,.
11,88,.
12,88,.
13,88,.
14,88,#
15,88,.
16,88,#
17,88,.
18,88,.
19,88,.
20,88,.
21,88,.
22,88,.
23,88,.
24,88,.
25,88,.
26,88,.
27,88,.
28,88,#
29,88,.
30,88,.
0,89,.
1,89,.
2,89,#
3,89,.
4,89,.
5,89,.
6,89,.
7,89,#
8,89,.
9,89,.
10,89,#
11,89,.
12,89,.
13,89,.
14,89,.
15,89,#
16,89,.
17,89,.
18,89,#
19,89,#
20,89,.
21,89,.
22,89,.
23,89,.
24,89,#
25,89,.
26,89,.
27,89,.
28,89,.
29,89,.
30,89,.
0,90,.
1,90,.
2,90,.
3,90,.
4,90,.
5,90,.
6,90,#
7,90,.
8,90,.
9,90,#
10,90,.
11,90,.
12,90,.
13,90,.
14,90,.
15,90,#
16,90,.
17,90,#
18,90,.
19,90,#
20,90,#
21,90,.
22,90,.
23,90,.
24,90,.
25,90,.
26,90,.
27,90,.
28,90,#
29,90,.
30,90,#
0,91,#
1,91,#
2,91,#
3,91,.
4,91,.
5,91,#
6,91,.
7,91,.
8,91,.
9,91,#
10,91,.
11,91,#
12,91,.
13,91,.
14,91,#
15,91,.
16,91,.
17,91,.
18,91,.
19,91,#
20,91,.
21,91,.
22,91,#
23,91,#
24,91,.
25,91,#
26,91,#
27,91,#
28,91,.
29,91,.
30,91,#
0,92,.
1,92,#
2,92,.
3,92,.
4,92,.
5,92,.
6,92,#
7,92,#
8,92,.
9,92,#
10,92,#
11,92,#
12,92,.
13,92,.
14,92,.
15,92,.
16,92,.
17,92,.
18,92,.
19,92,.
20,92,#
21,92,#
22,92,.
23,92,.
24,92,.
25,92,#
26,92,#
27,92,.
28,92,#
29,92,.
30,92,#
0,93,.
1,93,.
2,93,.
3,93,.
4,93,.
5,93,.
6,93,.
7,93,.
8,93,#
9,93,#
10,93,.
11,93,.
12,93,#
13,93,#
14,93,.
15,93,#
16,93,.
17,93,.
18,93,.
19,93,.
20,93,#
21,93,#
22,93,.
23,93,.
24,93,#
25,93,.
26,93,.
27,93,.
28,93,.
29,93,#
30,93,.
0,94,.
1,94,.
2,94,.
3,94,#
4,94,.
5,94,.
6,94,#
7,94,.
8,94,.
9,94,.
10,94,.
11,94,#
12,94,.
13,94,#
14,94,.
15,94,.
16,94,.
17,94,.
18,94,#
19,94,.
20,94,.
21,94,.
22,94,#
23,94,.
24,94,.
25,94,.
26,94,#
27,94,#
28,94,.
29,94,.
30,94,.
0,95,#
1,95,.
2,95,.
3,95,.
4,95,.
5,95,.
6,95,#
7,95,.
8,95,.
9,95,.
10,95,.
11,95,.
12,95,.
13,95,#
14,95,.
15,95,#
16,95,#
17,95,.
18,95,.
19,95,.
20,95,.
21,95,.
22,95,.
23,95,.
24,95,.
25,95,#
26,95,.
27,95,.
28,95,.
29,95,.
30,95,#
0,96,.
1,96,.
2,96,.
3,96,.
4,96,#
5,96,.
6,96,.
7,96,.
8,96,.
9,96,#
10,96,#
11,96,#
12,96,.
13,96,#
14,96,#
15,96,.
16,96,.
17,96,.
18,96,#
19,96,.
20,96,#
21,96,.
22,96,#
23,96,#
24,96,.
25,96,.
26,96,.
27,96,.
28,96,#
29,96,.
30,96,.
0,97,.
1,97,.
2,97,.
3,97,.
4,97,.
5,97,.
6,97,#
7,97,.
8,97,#
9,97,#
10,97,.
11,97,.
12,97,#
13,97,.
14,97,#
15,97,.
16,97,.
17,97,.
18,97,.
19,97,.
20,97,.
21,97,.
22,97,.
23,97,.
24,97,.
25,97,#
26,97,.
27,97,.
28,97,.
29,97,#
30,97,.
0,98,.
1,98,.
2,98,.
3,98,.
4,98,.
5,98,.
6,98,.
7,98,.
8,98,.
9,98,.
10,98,.
11,98,#
12,98,.
13,98,.
14,98,.
15,98,#
16,98,.
17,98,.
18,98,.
19,98,.
20,98,#
21,98,#
22,98,.
23,98,.
24,98,.
25,98,#
26,98,.
27,98,.
28,98,.
29,98,.
30,98,#
0,99,.
1,99,.
2,99,.
3,99,.
4,99,.
5,99,.
6,99,#
7,99,.
8,99,#
9,99,.
10,99,.
11,99,.
12,99,.
13,99,.
14,99,.
15,99,.
16,99,.
17,99,.
18,99,#
19,99,.
20,99,.
21,99,.
22,99,.
23,99,#
24,99,.
25,99,#
26,99,.
27,99,#
28,99,.
29,99,.
30,99,.
0,100,.
1,100,#
2,100,#
3,100,#
4,100,.
5,100,.
6,100,.
7,100,.
8,100,.
9,100,.
10,100,.
11,100,.
12,100,.
13,100,.
14,100,#
15,100,.
16,100,#
17,100,#
18,100,#
19,100,.
20,100,#
21,100,#
22,100,.
23,100,.
24,100,.
25,100,.
26,100,#
27,100,.
28,100,.
29,100,.
30,100,#
0,101,.
1,101,.
2,101,.
3,101,#
4,101,#
5,101,.
6,101,.
7,101,.
8,101,.
9,101,.
10,101,.
11,101,.
12,101,#
13,101,.
14,101,.
15,101,.
16,101,.
17,101,.
18,101,.
19,101,#
20,101,.
21,101,.
22,101,.
23,101,.
24,101,#
25,101,.
26,101,.
27,101,.
28,101,.
29,101,#
30,101,.
0,102,#
1,102,.
2,102,.
3,102,#
4,102,.
5,102,.
6,102,.
7,102,#
8,102,.
9,102,#
10,102,.
11,102,.
12,102,#
13,102,#
14,102,#
15,102,#
16,102,.
17,102,.
18,102,.
19,102,#
20,102,.
21,102,.
22,102,.
23,102,.
24,102,.
25,102,.
26,102,#
27,102,.
28,102,.
29,102,#
30,102,.
0,103,.
1,103,.
2,103,.
3,103,.
4,103,#
5,103,#
6,103,.
7,103,.
8,103,#
9,103,.
10,103,#
11,103,.
12,103,.
13,103,.
14,103,.
15,103,.
16,103,.
17,103,.
18,103,.
19,103,.
20,103,#
21,103,.
22,103,.
23,103,.
24,103,.
25,103,.
26,103,.
27,103,.
28,103,.
29,103,.
30,103,.
0,104,.
1,104,#
2,104,#
3,104,.
4,104,#
5,104,#
6,104,#
7,104,.
8,104,#
9,104,#
10,104,.
11,104,.
12,104,.
13,104,.
14,104,#
15,104,#
16,104,.
17,104,#
18,104,#
19,104,#
20,104,#
21,104,.
22,104,.
23,104,.
24,104,.
25,104,#
26,104,.
27,104,.
28,104,.
29,104,#
30,104,.
0,105,.
1,105,.
2,105,#
3,105,#
4,105,.
5,105,.
6,105,.
7,105,.
8,105,.
9,105,.
10,105,.
11,105,#
12,105,.
13,105,.
14,105,.
15,105,.
16,105,.
17,105,.
18,105,.
19,105,.
20,105,#
21,105,.
22,105,.
23,105,.
24,105,#
25,105,.
26,105,.
27,105,#
28,105,.
29,105,.
30,105,.
0,106,.
1,106,.
2,106,.
3,106,.
4,106,#
5,106,#
6,106,#
7,106,#
8,106,#
9,106,.
10,106,.
11,106,.
12,106,.
13,106,.
14,106,.
15,106,.
16,106,.
17,106,.
18,106,.
19,106,#
20,106,#
21,106,#
22,106,.
23,106,.
24,106,.
25,106,.
26,106,#
27,106,.
28,106,.
29,106,.
30,106,.
0,107,.
1,107,#
2,107,.
3,107,#
4,107,.
5,107,.
6,107,#
7,107,.
8,107,#
9,107,.
10,107,#
11,107,.
12,107,.
13,107,.
14,107,.
15,107,#
16,107,.
17,107,.
18,107,#
19,107,.
20,107,.
21,107,.
22,107,.
23,107,.
24,107,.
25,107,.
26,107,.
27,107,.
28,107,.
29,107,.
30,107,.
0,108,.
1,108,.
2,108,.
3,108,.
4,108,.
5,108,.
6,108,.
7,108,.
8,108,#
9,108,.
10,108,.
11,108,.
12,108,.
13,108,.
14,108,#
15,108,.
16,108,.
17,108,.
18,108,.
19,108,#
20,108,.
21,108,.
22,108,.
23,108,.
24,108,.
25,108,.
26,108,.
27,108,#
28,108,#
29,108,.
30,108,.
0,109,.
1,109,.
2,109,.
3,109,.
4,109,.
5,109,.
6,109,.
7,109,.
8,109,.
9,109,.
10,109,.
11,109,#
12,109,#
13,109,.
14,109,.
15,109,.
16,109,.
17,109,#
18,109,#
19,109,.
20,109,.
21,109,#
22,109,#
23,109,.
24,109,.
25,109,.
26,109,.
27,109,.
28,109,#
29,109,#
30,109,.
0,110,.
1,110,.
2,110,#
3,110,#
4,110,#
5,110,.
6,110,.
7,110,.
8,110,.
9,110,.
10,110,.
11,110,.
12,110,.
13,110,#
14,110,.
15,110,#
16,110,.
17,110,#
18,110,.
19,110,.
20,110,#
21,110,.
22,110,.
23,110,.
24,110,.
25,110,#
26,110,#
27,110,.
28,110,.
29,110,.
30,110,#
0,111,.
1,111,.
2,111,.
3,111,.
4,111,.
5,111,#
6,111,.
7,111,.
8,111,.
9,111,.
10,111,.
11,111,.
12,111,.
13,111,.
14,111,.
15,111,.
16,111,.
17,111,#
18,111,#
19,111,.
20,111,.
21,111,.
22,111,.
23,111,.
24,111,.
25,111,#
26,111,.
27,111,.
28,111,#
29,111,.
30,111,.
0,112,.
1,112,.
2,112,.
3,112,#
4,112,#
5,112,.
6,112,.
7,112,.
8,112,.
9,112,.
10,112,.
11,112,.
12,112,.
13,112,#
14,112,.
15,112,#
16,112,#
17,112,.
18,112,#
19,112,.
20,112,.
21,112,.
22,112,.
23,112,.
24,112,.
25,112,#
26,112,#
27,112,.
28,112,.
29,112,#
30,112,.
0,113,#
1,113,#
2,113,.
3,113,.
4,113,#
5,113,.
6,113,.
7,113,.
8,113,.
9,113,#
10,113,.
11,113,.
12,113,.
13,113,.
14,113,.
15,113,.
16,113,.
17,113,.
18,113,.
19,113,.
20,113,.
21,113,.
22,113,#
23,113,#
24,113,.
25,113,.
26,113,#
27,113,.
28,113,.
29,113,#
30,113,.
0,114,.
1,114,#
2,114,.
3,114,.
4,114,.
5,114,.
6,114,.
7,114,#
8,114,.
9,114,.
10,114,.
11,114,#
12,114,#
13,114,.
14,114,#
15,114,#
16,114,.
17,114,.
18,114,.
19,114,.
20,114,.
21,114,.
22,114,.
23,114,.
24,114,.
25,114,.
26,114,.
27,114,.
28,114,.
29,114,.
30,114,#
0,115,#
1,115,.
2,115,.
3,115,#
4,115,#
5,115,.
6,115,.
7,115,.
8,115,.
9,115,.
10,115,.
11,115,.
12,115,.
13,115,#
14,115,.
15,115,.
16,115,.
17,115,#
18,115,.
19,115,.
20,115,.
21,115,#
22,115,.
23,115,.
24,115,.
25,115,.
26,115,.
27,115,.
28,115,#
29,115,#
30,115,.
0,116,.
1,116,.
2,116,.
3,116,.
4,116,.
5,116,.
6,116,#
7,116,#
8,116,.
9,116,.
10,116,.
11,116,.
12,116,.
13,116,#
14,116,.
15,116,.
16,116,.
17,116,.
18,116,.
19,116,.
20,116,.
21,116,#
22,116,#
23,116,#
24,116,#
25,116,.
26,116,#
27,116,#
28,116,.
29,116,.
30,116,#
0,117,.
1,117,.
2,117,.
3,117,#
4,117,.
5,117,#
6,117,.
7,117,.
8,117,.
9,117,.
10,117,#
11,117,.
12,117,.
13,117,.
14,117,#
15,117,.
16,117,.
17,117,#
18,117,.
19,117,.
20,117,.
21,117,.
22,117,.
23,117,.
24,117,.
25,117,.
26,117,.
27,117,.
28,117,.
29,117,.
30,117,.
0,118,.
1,118,.
2,118,#
3,118,.
4,118,.
5,118,.
6,118,#
7,118,.
8,118,.
9,118,#
10,118,#
11,118,.
12,118,#
13,118,#
14,118,#
15,118,.
16,118,.
17,118,#
18,118,.
19,118,.
20,118,#
21,118,.
22,118,.
23,118,.
24,118,.
25,118,.
26,118,.
27,118,.
28,118,#
29,118,#
30,118,.
0,119,#
1,119,#
2,119,.
3,119,.
4,119,.
5,119,.
6,119,#
7,119,#
8,119,#
9,119,.
10,119,.
11,119,.
12,119,.
13,119,.
14,119,.
15,119,.
16,119,#
17,119,.
18,119,.
19,119,.
20,119,#
21,119,.
22,119,.
23,119,#
24,119,.
25,119,.
26,119,.
27,119,.
28,119,.
29,119,.
30,119,.
0,120,#
1,120,.
2,120,.
3,120,#
4,120,.
5,120,.
6,120,.
7,120,.
8,120,.
9,120,#
10,120,#
11,120,#
12,120,.
13,120,.
14,120,.
15,120,.
16,120,.
17,120,#
18,120,.
19,120,#
20,120,.
21,120,.
22,120,.
23,120,.
24,120,.
25,120,.
26,120,.
27,120,.
28,120,.
29,120,#
30,120,.
0,121,#
1,121,.
2,121,#
3,121,.
4,121,.
5,121,.
6,121,.
7,121,#
8,121,.
9,121,.
10,121,.
11,121,.
12,121,.
13,121,.
14,121,.
15,121,.
16,121,.
17,121,.
18,121,.
19,121,.
20,121,.
21,121,#
22,121,.
23,121,.
24,121,.
25,121,#
26,121,.
27,121,.
28,121,.
29,121,.
30,121,.
0,122,.
1,122,.
2,122,#
3,122,.
4,122,#
5,122,.
6,122,#
7,122,#
8,122,.
9,122,.
10,122,.
11,122,.
12,122,.
13,122,.
14,122,.
15,122,.
16,122,.
17,122,.
18,122,#
19,122,.
20,122,.
21,122,.
22,122,.
23,122,.
24,122,#
25,122,#
26,122,.
27,122,#
28,122,.
29,122,.
30,122,.
0,123,.
1,123,.
2,123,.
3,123,.
4,123,.
5,123,#
6,123,#
7,123,.
8,123,.
9,123,.
10,123,.
11,123,.
12,123,.
13,123,#
14,123,.
15,123,.
16,123,#
17,123,.
18,123,.
19,123,#
20,123,.
21,123,.
22,123,.
23,123,.
24,123,.
25,123,#
26,123,.
27,123,.
28,123,#
29,123,.
30,123,.
0,124,#
1,124,#
2,124,.
3,124,#
4,124,.
5,124,.
6,124,#
7,124,.
8,124,.
9,124,#
10,124,.
11,124,#
12,124,#
13,124,.
14,124,.
15,124,.
16,124,.
17,124,.
18,124,.
19,124,#
20,124,#
21,124,#
22,124,.
23,124,.
24,124,.
25,124,.
26,124,#
27,124,.
28,124,.
29,124,#
30,124,.
0,125,.
1,125,.
2,125,.
3,125,#
4,125,.
5,125,.
6,125,.
7,125,.
8,125,.
9,125,.
10,125,.
11,125,.
12,125,.
13,125,.
14,125,.
15,125,.
16,125,#
17,125,#
18,125,.
19,125,.
20,125,.
21,125,#
22,125,.
23,125,.
24,125,#
25,125,#
26,125,.
27,125,.
28,125,.
29,125,.
30,125,.
0,126,.
1,126,#
2,126,.
3,126,.
4,126,#
5,126,.
6,126,.
7,126,.
8,126,.
9,126,#
10,126,.
11,126,.
12,126,.
13,126,.
14,126,.
15,126,.
16,126,.
17,126,.
18,126,.
19,126,#
20,126,.
21,126,.
22,126,.
23,126,.
24,126,.
25,126,.
26,126,#
27,126,.
28,126,#
29,126,#
30,126,.
0,127,.
1,127,#
2,127,#
3,127,.
4,127,#
5,127,#
6,127,.
7,127,.
8,127,.
9,127,#
10,127,.
11,127,.
12,127,.
13,127,.
14,127,.
15,127,.
16,127,.
17,127,.
18,127,.
19,127,.
20,127,.
21,127,.
22,127,.
23,127,.
24,127,#
25,127,.
26,127,.
27,127,#
28,127,.
29,127,#
30,127,#
0,128,.
1,128,.
2,128,.
3,128,#
4,128,.
5,128,.
6,128,.
7,128,.
8,128,#
9,128,.
10,128,.
11,128,.
12,128,#
13,128,#
14,128,#
15,128,.
16,128,.
17,128,.
18,128,#
19,128,.
20,128,.
21,128,.
22,128,#
23,128,.
24,128,.
25,128,.
26,128,.
27,128,#
28,128,.
29,128,.
30,128,#
0,129,.
1,129,.
2,129,#
3,129,.
4,129,.
5,129,.
6,129,#
7,129,.
8,129,.
9,129,#
10,129,#
11,129,#
12,129,#
13,129,.
14,129,.
15,129,#
16,129,.
17,129,.
18,129,.
19,129,.
20,129,#
21,129,.
22,129,#
23,129,.
24,129,.
25,129,.
26,129,#
27,129,#
28,129,.
29,129,.
30,129,#
0,130,.
1,130,.
2,130,.
3,130,.
4,130,.
5,130,.
6,130,.
7,130,.
8,130,.
9,130,.
10,130,.
11,130,.
12,130,.
13,130,.
14,130,#
15,130,#
16,130,.
17,130,#
18,130,#
19,130,.
20,130,.
21,130,.
22,130,.
23,130,.
24,130,.
25,130,.
26,130,#
27,130,#
28,130,.
29,130,.
30,130,.
0,131,.
1,131,.
2,131,#
3,131,#
4,131,.
5,131,#
6,131,.
7,131,.
8,131,#
9,131,#
10,131,.
11,131,.
12,131,.
13,131,.
14,131,.
15,131,.
16,131,.
17,131,.
18,131,.
19,131,.
20,131,.
21,131,#
22,131,.
23,131,#
24,131,.
25,131,#
26,131,.
27,131,.
28,131,.
29,131,#
30,131,.
0,132,.
1,132,.
2,132,.
3,132,.
4,132,.
5,132,.
6,132,.
7,132,.
8,132,.
9,132,.
10,132,.
11,132,.
12,132,.
13,132,.
14,132,.
15,132,.
16,132,.
17,132,.
18,132,#
19,132,#
20,132,.
21,132,#
22,132,#
23,132,#
24,132,#
25,132,.
26,132,#
27,132,#
28,132,#
29,132,.
30,132,.
0,133,.
1,133,#
2,133,.
3,133,.
4,133,.
5,133,.
6,133,.
7,133,.
8,133,.
9,133,.
10,133,.
11,133,.
12,133,.
13,133,#
14,133,.
15,133,.
16,133,.
17,133,.
18,133,.
19,133,.
20,133,.
21,133,#
22,133,.
23,133,.
24,133,.
25,133,.
26,133,.
27,133,.
28,133,#
29,133,.
30,133,.
0,134,.
1,134,#
2,134,.
3,134,#
4,134,.
5,134,#
6,134,.
7,134,.
8,134,.
9,134,#
10,134,.
11,134,.
12,134,.
13,134,.
14,134,#
15,134,.
16,134,.
17,134,.
18,134,.
19,134,.
20,134,.
21,134,.
22,134,.
23,134,.
24,134,#
25,134,#
26,134,.
27,134,.
28,134,.
29,134,#
30,134,#
0,135,.
1,135,.
2,135,.
3,135,.
4,135,#
5,135,.
6,135,.
7,135,.
8,135,.
9,135,.
10,135,.
11,135,.
12,135,.
13,135,.
14,135,.
15,135,#
16,135,.
17,135,#
18,135,.
19,135,.
20,135,.
21,135,.
22,135,#
23,135,.
24,135,#
25,135,.
26,135,.
27,135,.
28,135,.
29,135,.
30,135,#
0,136,.
1,136,.
2,136,.
3,136,.
4,136,.
5,136,.
6,136,.
7,136,.
8,136,.
9,136,.
10,136,#
11,136,.
12,136,#
13,136,.
14,136,.
15,136,.
16,136,.
17,136,.
18,136,.
19,136,.
20,136,.
21,136,.
22,136,.
23,136,#
24,136,.
25,136,#
26,136,.
27,136,.
28,136,.
29,136,.
30,136,.
0,137,.
1,137,.
2,137,.
3,137,.
4,137,.
5,137,.
6,137,.
7,137,.
8,137,.
9,137,.
10,137,.
11,137,#
12,137,.
13,137,.
14,137,.
15,137,.
16,137,.
17,137,#
18,137,.
19,137,#
20,137,.
21,137,.
22,137,.
23,137,.
24,137,.
25,137,.
26,137,#
27,137,.
28,137,.
29,137,.
30,137,.
0,138,.
1,138,.
2,138,.
3,138,.
4,138,.
5,138,.
6,138,.
7,138,.
8,138,#
9,138,.
10,138,.
11,138,#
12,138,.
13,138,#
14,138,.
15,138,#
16,138,.
17,138,#
18,138,.
19,138,.
20,138,.
21,138,.
22,138,.
23,138,.
24,138,.
25,138,.
26,138,.
27,138,.
28,138,.
29,138,.
30,138,.
0,139,.
1,139,.
2,139,.
3,139,#
4,139,#
5,139,#
6,139,.
7,139,.
8,139,.
9,139,#
10,139,#
11,139,.
12,139,.
13,139,.
14,139,#
15,139,#
16,139,.
17,139,.
18,139,#
19,139,#
20,139,#
21,139,#
22,139,.
23,139,#
24,139,#
25,139,.
26,139,.
27,139,.
28,139,.
29,139,.
30,139,.
0,140,.
1,140,#
2,140,.
3,140,.
4,140,#
5,140,.
6,140,.
7,140,.
8,140,.
9,140,.
10,140,.
11,140,#
12,140,#
13,140,#
14,140,.
15,140,.
16,140,.
17,140,.
18,140,.
19,140,#
20,140,.
21,140,.
22,140,.
23,140,#
24,140,.
25,140,.
26,140,.
27,140,.
28,140,.
29,140,#
30,140,.
0,141,.
1,141,.
2,141,.
3,141,.
4,141,.
5,141,.
6,141,.
7,141,.
8,141,.
9,141,#
10,141,#
11,141,.
12,141,.
13,141,.
14,141,.
15,141,.
16,141,.
17,141,.
18,141,.
19,141,.
20,141,.
21,141,.
22,141,.
23,141,#
24,141,.
25,141,#
26,141,.
27,141,.
28,141,.
29,141,.
30,141,.
0,142,#
1,142,.
2,142,#
3,142,.
4,142,.
5,142,#
6,142,.
7,142,#
8,142,.
9,142,#
10,142,.
11,142,.
12,142,.
13,142,.
14,142,#
15,142,#
16,142,#
17,142,.
18,142,#
19,142,.
20,142,#
21,142,.
22,142,.
23,142,#
24,142,.
25,142,.
26,142,#
27,142,.
28,142,.
29,142,#
30,142,#
0,143,.
1,143,.
2,143,.
3,143,.
4,143,.
5,143,.
6,143,.
7,143,.
8,143,.
9,143,.
10,143,#
11,143,.
12,143,.
13,143,.
14,143,#
15,143,.
16,143,#
17,143,#
18,143,.
19,143,#
20,143,.
21,143,.
22,143,#
23,143,.
24,143,.
25,143,#
26,143,.
27,143,.
28,143,.
29,143,.
30,143,#
0,144,#
1,144,.
2,144,.
3,144,#
4,144,.
5,144,.
6,144,.
7,144,.
8,144,.
9,144,.
10,144,.
11,144,#
12,144,#
13,144,.
14,144,.
15,144,.
16,144,.
17,144,#
18,144,.
19,144,.
20,144,#
21,144,#
22,144,.
23,144,.
24,144,.
25,144,.
26,144,.
27,144,.
28,144,.
29,144,.
30,144,#
0,145,#
1,145,#
2,145,.
3,145,#
4,145,.
5,145,.
6,145,.
7,145,#
8,145,.
9,145,.
10,145,.
11,145,.
12,145,#
13,145,#
14,145,.
15,145,.
16,145,.
17,145,.
18,145,.
19,145,.
20,145,.
21,145,.
22,145,.
23,145,.
24,145,.
25,145,.
26,145,.
27,145,#
28,145,.
29,145,.
30,145,.
0,146,.
1,146,.
2,146,.
3,146,.
4,146,#
5,146,.
6,146,.
7,146,.
8,146,.
9,146,.
10,146,.
11,146,.
12,146,.
13,146,#
14,146,.
15,146,.
16,146,.
17,146,.
18,146,.
19,146,.
20,146,#
21,146,#
22,146,.
23,146,.
24,146,#
25,146,.
26,146,.
27,146,#
28,146,.
29,146,#
30,146,#
0,147,.
1,147,.
2,147,.
3,147,.
4,147,.
5,147,.
6,147,.
7,147,.
8,147,.
9,147,.
10,147,.
11,147,.
12,147,.
13,147,.
14,147,.
15,147,.
16,147,.
17,147,#
18,147,.
19,147,#
20,147,.
21,147,#
22,147,.
23,147,#
24,147,.
25,147,#
26,147,.
27,147,.
28,147,.
29,147,.
30,147,.
0,148,.
1,148,.
2,148,.
3,148,.
4,148,.
5,148,.
6,148,.
7,148,.
8,148,.
9,148,.
10,148,.
11,148,#
12,148,.
13,148,#
14,148,.
15,148,.
16,148,.
17,148,.
18,148,.
19,148,#
20,148,.
21,148,.
22,148,.
23,148,.
24,148,.
25,148,.
26,148,.
27,148,#
28,148,.
29,148,.
30,148,.
0,149,#
1,149,.
2,149,.
3,149,.
4,149,.
5,149,.
6,149,.
7,149,.
8,149,#
9,149,.
10,149,.
11,149,.
12,149,.
13,149,.
14,149,.
15,149,.
16,149,#
17,149,.
18,149,.
19,149,.
20,149,.
21,149,.
22,149,.
23,149,.
24,149,.
25,149,.
26,149,.
27,149,.
28,149,.
29,149,#
30,149,.
0,150,.
1,150,.
2,150,.
3,150,.
4,150,#
5,150,.
6,150,.
7,150,.
8,150,.
9,150,.
10,150,.
11,150,.
12,150,.
